time,184.5
CO,10.416717601211444
CO2,2897.3871967680593
NOx,0.9509329381975986
fuel,1.2454800990605286
HC,0.08069604432356742
noise,65.8191847826087
PMx,0.02976877430222496
speed,15.478297101449273
y,-1.5547303464795599
x,2857.570344202899
time,67896.0
CO,3833.3520772458105
CO2,1066238.488410646
NOx,349.9433212567163
fuel,458.33667645427454
HC,29.69614431107281
noise,24221.460000000003
PMx,10.954908943218788
speed,5696.013333333333
y,-572.140767504478
x,1051585.8866666667
time,160.5
CO,10.567643904128586
CO2,3089.5169917716703
NOx,1.0000395003853086
fuel,1.3277229096949683
HC,0.07992834224284344
noise,66.86703125000001
PMx,0.03286033435554139
speed,17.03317708333333
y,-1.1198706312653113
x,2623.637
time,51360.0
CO,3381.6460493211466
CO2,988645.4373669346
NOx,320.0126401232988
fuel,424.87133110238983
HC,25.5770695177099
noise,21397.45
PMx,10.515306993773246
speed,5450.616666666666
y,-358.35860200489964
x,839563.84
time,149.0
CO,7.766999560385585
CO2,3172.593666288791
NOx,1.0095826793131082
fuel,1.3624912769838657
HC,0.07406519980586947
noise,67.65879910213242
PMx,0.0349664970357542
speed,18.272087542087544
y,-1.8754725070630727
x,2639.9819191919196
time,44253.0
CO,2306.798869434519
CO2,942260.318887771
NOx,299.8460557559932
fuel,404.6599092642082
HC,21.997364342343236
noise,20094.66333333333
PMx,10.385049619618995
speed,5426.81
y,-557.0153345977325
x,784074.63
time,152.5
CO,7.861874703835448
CO2,3123.708441453317
NOx,0.9914258276048503
fuel,1.341863757534077
HC,0.07099478164911699
noise,67.69706140350877
PMx,0.03391932735596203
speed,18.340065789473684
y,-1.5045655465709835
x,2689.771885964912
time,46360.0
CO,2390.009909965976
CO2,949607.3662018083
NOx,301.39345159187445
fuel,407.9265822903594
HC,21.582413621331565
noise,20579.906666666666
PMx,10.311475516212456
speed,5575.38
y,-457.387926157579
x,817690.6533333333
time,152.0
CO,7.14002166147444
CO2,2721.4873825975756
NOx,0.8629223445476666
fuel,1.1690088802565826
HC,0.0623870079361856
noise,67.22359735973598
PMx,0.02871522467006471
speed,17.616908690869085
y,-0.8382096101417161
x,2667.4102640264027
time,46056.0
CO,2163.4265634267554
CO2,824610.6769270655
NOx,261.46547039794297
fuel,354.20969071774454
HC,18.90326340466424
noise,20368.750000000004
PMx,8.700713075029608
speed,5337.923333333333
y,-253.97751187293997
x,808225.3099999999
time,111.5
CO,55.63468222178009
CO2,5131.218200238204
NOx,1.8253594151777797
fuel,2.2059331051864626
HC,0.37509914450696175
noise,70.03962462462461
PMx,0.0983763027910951
speed,22.432537537537538
y,-2.358816993833268
x,2280.921396396396
time,24753.0
CO,12350.899453235179
CO2,1139130.4404528812
NOx,405.2297901694671
fuel,489.7171493513947
HC,83.2720100805455
noise,15548.796666666667
PMx,21.839539219623116
speed,4980.023333333333
y,-523.6573726309856
x,506364.55
time,121.0
CO,46.21849027160179
CO2,4716.648286313958
NOx,1.659125152598701
fuel,2.0274425453499436
HC,0.3104295279650608
noise,69.27845089903181
PMx,0.08470643588867667
speed,21.100982019363762
y,-1.4116456259790617
x,2217.9088934993088
time,29161.0
CO,11138.656155456032
CO2,1136712.2370016642
NOx,399.84916177628685
fuel,488.6136534293364
HC,74.81351623957966
noise,16696.106666666667
PMx,20.41425104917108
speed,5085.336666666667
y,-340.2065958609539
x,534516.0433333333
time,181.5
CO,16.699879768442727
CO2,3100.9866219557152
NOx,1.038642308900564
fuel,1.332353229457315
HC,0.10933000192098512
noise,65.98895948434624
PMx,0.03427551618487345
speed,15.746556169429098
y,-0.7172750841796076
x,2985.266362799264
time,65703.0
CO,6045.356476176268
CO2,1122557.157147969
NOx,375.9885158220042
fuel,482.31186906354804
HC,39.57746069539662
noise,23888.003333333338
PMx,12.407736858924189
speed,5700.253333333334
y,-259.653580473018
x,1080666.4233333333
time,110.5
CO,57.65620485547574
CO2,5042.653118865289
NOx,1.7835659737776417
fuel,2.1677513395425883
HC,0.38141043484881204
noise,70.41957575757574
PMx,0.09967683337637549
speed,23.15507575757576
y,-1.9427282060436024
x,2314.798515151515
time,24310.0
CO,12684.365068204663
CO2,1109383.6861503636
NOx,392.3845142310811
fuel,476.90529469936945
HC,83.91029566673865
noise,15492.306666666665
PMx,21.928903342802602
speed,5094.116666666668
y,-427.40020532959244
x,509255.67333333334
time,180.66666666666666
CO,19.562497291058182
CO2,2957.02097349971
NOx,0.9687606359201268
fuel,1.270649399960951
HC,0.11593713528239537
noise,65.96676937441644
PMx,0.03530361890364261
speed,15.784677871148459
y,-1.5978788329675488
x,3007.824565826331
time,64498.0
CO,6983.811532907773
CO2,1055656.4875393966
NOx,345.8475470234853
fuel,453.62183578605953
HC,41.389557295815145
noise,23550.13666666667
PMx,12.60339194860041
speed,5635.13
y,-570.4427433694149
x,1073793.37
time,184.5
CO,15.615539915642998
CO2,3006.948830889039
NOx,1.0139970423056384
fuel,1.2924812399241927
HC,0.10356286580772465
noise,65.85076086956524
PMx,0.03335602196010421
speed,15.51029891304348
y,-0.4240173672216983
x,2928.6565942028988
time,67896.0
CO,5746.518688956622
CO2,1106557.1697671663
NOx,373.150911568475
fuel,475.6330962921029
HC,38.111134617242676
noise,24233.080000000005
PMx,12.27501608131835
speed,5707.790000000001
y,-156.03839113758497
x,1077745.6266666667
time,181.5
CO,16.086522478308563
CO2,3129.653929589007
NOx,1.0538450886497193
fuel,1.3451398992724044
HC,0.11692309176244091
noise,65.94129834254146
PMx,0.03763166042540919
speed,15.667348066298343
y,-1.0041851178514507
x,2949.525635359116
